四川省公共资源交易信息
编号,标题,链接,发布时间,抓取时间
49,珠江东路91号老旧院落改造项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201204/2f9c97e1-9af9-4f55-87a2-9c3d20c01156.html,2020-12-04 16:58:50,2020/12/25 11:40:06
50,前锋智慧停车场及配套设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/bbc90f2a-0a2a-4349-bda2-5844d9bd18f7.html,2020-12-07 11:14:22,2020/12/25 11:40:06
51,会东县姜州镇中心校综合楼建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/ac9e915c-89b8-4478-a2d9-096e639dd304.html,2020-12-07 11:16:24,2020/12/25 11:40:06
52,南湖科技园食堂及附属设施提升改造工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/018372cb-e2e7-4f98-983a-2e1d54ff15c3.html,2020-12-07 11:17:09,2020/12/25 11:40:06
53,顺庆区适老化改造建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/51857026-26ba-4632-babc-2e36b9ae3994.html,2020-12-07 14:54:59,2020/12/25 11:40:06
54,彭州市濛阳九年制学校总平及绿化项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/f329e5b7-b778-4671-996c-2c04e21d213b.html,2020-12-07 15:51:16,2020/12/25 11:40:07
55,旺苍县县委党校水毁基础设施应急维护工程项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/34feabd1-ef82-49fe-8286-0af0b6970130.html,2020-12-07 17:10:18,2020/12/25 11:40:07
56,四川省黑竹沟国家级自然保护区基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/24731afc-d372-43d3-9e8e-f6a248c81f4a.html,2020-12-08 10:40:27,2020/12/25 11:40:07
57,安岳县通贤镇中心卫生院整体迁建项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/7e177d78-c650-4e94-a296-179666aaeb0f.html,2020-12-08 15:01:35,2020/12/25 11:40:07
58,环天?青林上城项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/365ef316-70dd-426b-b304-f56316a3b665.html,2020-12-08 15:29:02,2020/12/25 11:40:07
59,广安区岳广华大道官盛新区段47号地块侧扩建工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/8c3f8b1b-1771-49e0-8277-af586789e999.html,2020-12-08 15:41:22,2020/12/25 11:40:07
60,威远县婆城幼儿园（威远县童之梦幼儿园）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/8c4d7e4e-598a-492a-8ab5-3ae211c056a0.html,2020-12-08 16:04:54,2020/12/25 11:40:07
61,武胜县县城内涝点整治工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/b5147cfa-423c-40c7-9782-b1731bd89e59.html,2020-12-08 16:05:27,2020/12/25 11:40:08
62,德阳高新技术产业开发区污水处理设施及配套管网项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/c24813ed-db6e-4270-a632-660d9e7856b0.html,2020-12-08 16:58:47,2020/12/25 11:40:08
63,合江县白鹿镇中心小学校教学楼建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201209/cbbae340-6ba7-4a2f-ab82-ddd2a780cc32.html,2020-12-09 09:10:36,2020/12/25 11:40:08
64,圣水北街市政道路建设工程（第二次）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/b892c4e0-e82e-4996-9fd7-c8ab602bffe2.html,2020-12-10 09:33:32,2020/12/25 11:40:08
65,2020年机场路维修改造提升工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/400bf1db-055a-4791-924d-8932ab819b35.html,2020-12-10 09:55:09,2020/12/25 11:40:08
66,四川省森林草原防灭火教育实训基地（一期）建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/3b42b88f-75e6-4152-9f5f-2fc0fce90b54.html,2020-12-10 10:11:20,2020/12/25 11:40:08
67,会东县烈士陵园二期工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/264c16bd-0c75-4295-a9c0-41c90fbaba33.html,2020-12-10 10:58:23,2020/12/25 11:40:08
68,盐源县民族中学教学楼建设工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/e01bae57-0a1f-4dae-928c-9471a804995c.html,2020-12-10 14:06:20,2020/12/25 11:40:09
69,中江县基层公共卫生能力提升项目（四医院）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/221ed3ad-f392-42da-a2ba-4f58356d9016.html,2020-12-10 14:06:22,2020/12/25 11:40:09
70,剑阁县县城污水处理厂提标升级改造及配套管网项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/b622e713-38a7-4be0-8549-bd6039329644.html,2020-12-10 15:48:17,2020/12/25 11:40:09
71,南江县西门沟老旧小区配套基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/c607c28d-0352-4d24-960b-326f3e381806.html,2020-12-10 16:30:47,2020/12/25 11:40:09
72,永昌第一中学项目红线外道路建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/542d8d9c-a3a0-4669-b227-7a7eb7d7a287.html,2020-12-10 16:40:56,2020/12/25 11:40:09
73,环天·青林上城项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/ece1bd55-9a10-4769-8752-e808b04a4abd.html,2020-12-10 16:50:44,2020/12/25 11:40:09
74,环天·东郡和光（一期）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/feeea471-2cdd-4e4b-a8bb-7cfb90ef894e.html,2020-12-11 09:09:09,2020/12/25 11:40:09
75,南充高新区先进制造产业园（一期）基础设施建设工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/0666abfa-dae7-4e1b-9f94-528de9f57d1c.html,2020-12-11 10:41:35,2020/12/25 11:40:09
76,珙县僰人悬棺葬（墓）保护基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/c0358ab2-aaa9-4f7a-8644-9176a5a58e04.html,2020-12-11 15:01:22,2020/12/25 11:40:09
77,翠屏区国家农村产业融合示范园提升建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/c6c5e022-9bb9-4e39-811a-40b3d5237362.html,2020-12-11 15:02:23,2020/12/25 11:40:09
78,国家品种测试西南分中心建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201214/3b9df3fe-77a3-4098-914c-69558e35b451.html,2020-12-14 09:03:28,2020/12/25 11:40:09
79,合江县榕山中学学生宿舍建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201214/7f888da3-dcc2-4e33-83fb-14d3dc34c57a.html,2020-12-14 09:15:29,2020/12/25 11:40:10
80,四川省巴中市恩阳区文治街道与九镇乡螺蛳石村、彭家梁村城乡建设用地增减挂钩试点项目区配套基础设施项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201214/ec704f35-4a01-4b15-9b34-4dcb0a4421f0.html,2020-12-14 16:22:21,2020/12/25 11:40:10
81,广安经开区公安分局业务技术用房装修工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/8e777a1e-52e8-4fb9-91ce-1fb37e2ac26a.html,2020-12-15 09:08:44,2020/12/25 11:40:10
82,九龙县华丘旅游基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/2158981a-dfc2-4964-ac30-6bafa0d147ff.html,2020-12-15 09:22:23,2020/12/25 11:40:10
83,顺庆区适老化改造建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/50e10c3a-2c67-4903-af35-eeafb34b7fda.html,2020-12-15 09:35:30,2020/12/25 11:40:10
84,自贡市沿滩区2020年农村人居环境整治项目一期工程(联户粪污集中处理设施及联户管网建设项目、农村村组道路建设项目)比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/011b7904-03f5-427b-8798-81e2bcf0e6b5.html,2020-12-15 10:07:12,2020/12/25 11:40:10
85,四川省公共卫生综合临床中心建设项目（招标代理机构第二次比选）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/6383b650-0171-4a4c-8747-73875d1aaafd.html,2020-12-15 11:00:22,2020/12/25 11:40:10
86,兰林盘康养中心比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/1934915f-a986-4965-9341-4e8052fa5a1c.html,2020-12-15 14:52:24,2020/12/25 11:40:11
87,金堂食用菌产业园功能区农产品精深加工园四期场平工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/75e19c20-93f0-4bae-987f-490f667a6cb8.html,2020-12-15 15:00:16,2020/12/25 11:40:11
88,金雁小学二装工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/662c6879-2853-4194-a6dd-647421ea7e16.html,2020-12-15 15:20:28,2020/12/25 11:40:11
89,五福桥维修加固工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201215/1b1accbe-d0e8-4da1-a31a-5402f6f26255.html,2020-12-15 16:30:18,2020/12/25 11:40:11
90,安岳县2021年老旧小区改造（北坝社区、龙王庙社区A区、龙王庙社区B区、四方井社区、土城门社区、洗墨池社区、兴安社区A区、兴安社区B区）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/b0034d1d-da49-4e44-ad2c-7e7c5acdfa60.html,2020-12-16 10:08:25,2020/12/25 11:40:12
91,北川羌族自治县老年养护院比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/88ac89d7-e3de-4ef4-89ed-130dcf77403b.html,2020-12-16 10:46:21,2020/12/25 11:40:12
92,凉山州金阳县沙玛土司府景区旅游基础设施建设项目、凉山州金阳县公共服务设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/40aabebf-d7e3-4e73-bb72-92b012577a67.html,2020-12-16 15:44:30,2020/12/25 11:40:12
93,西昌市团结河桥工程项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/8a647251-614d-4854-a918-8b9f8afe9dc5.html,2020-12-16 15:54:35,2020/12/25 11:40:12
94,南充市顺庆区潆华三期中央基建投资保障性安居工程基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/846ee94d-dab9-4018-9166-8c09cb7d4e70.html,2020-12-16 16:07:32,2020/12/25 11:40:12
95,泸县职业培训实训基地项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/4e78430f-2d0a-414e-93e2-7cdc9fe333e3.html,2020-12-16 16:14:39,2020/12/25 11:40:12
96,四川省巴中市恩阳区文治街道与九镇乡八卦石村、大树坪村城乡建设用地增减挂钩试点项目区配套基础设施项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201216/718b1a44-291b-4fb5-ba32-ec8a19b2fb26.html,2020-12-16 16:40:33,2020/12/25 11:40:13
97,万源市玉带乡太平坎安置点下启山至太平坎硬化道路项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201217/b9535cdb-e59b-4088-8f40-551aeed05075.html,2020-12-17 16:17:35,2020/12/25 11:40:13
98,泸县石桥镇敬老院比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/58e581ed-44bf-48c8-8c0d-9302f98d800b.html,2020-12-18 11:04:33,2020/12/25 11:40:13
99,青川县战国木牍文化生态园4A级景区提升项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/66c386df-7008-489c-b97d-91017cc31c2e.html,2020-12-18 11:08:28,2020/12/25 11:40:13
100,遂宁经济技术开发区恩彼特区间道路工程建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/a40ae5a1-bdb0-42e5-93c9-ccd5073b5c60.html,2020-12-18 11:11:35,2020/12/25 11:40:13
101,联合利华定制租赁厂房项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/e97fc19c-6a55-4656-a8a6-996941ee4922.html,2020-12-18 14:46:10,2020/12/25 11:40:13
102,阿坝州理县薛城中学建设项目（施工招标代理第二次）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/c9d347e1-585f-4416-ab69-a2de6fd798fe.html,2020-12-18 14:54:38,2020/12/25 11:40:14
103,阿坝州理县杂谷脑小学教学及附属幼儿园综合楼建设项目（施工招标代理第二次）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/13595855-cc87-4845-84d2-6b63a19c041e.html,2020-12-18 15:02:09,2020/12/25 11:40:14
104,蓬莱镇城乡一体化建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/620f022d-99cb-40c8-a223-1ff7574fa669.html,2020-12-18 15:26:22,2020/12/25 11:40:14
105,阿坝州理县上孟小学教师周转房及运动场建设项目（施工招标代理第二次）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/06f40781-2948-475b-8582-ed8a943d1303.html,2020-12-18 15:44:58,2020/12/25 11:40:14
106,宜宾市翠屏区李庄镇供水厂及配套管网建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201218/b6d71071-b855-4829-b4a3-38c6ff434e9b.html,2020-12-18 15:46:11,2020/12/25 11:40:14
107,巴中市恩阳区司法局业务用房装修项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/2f122ab7-b7a4-47e0-964c-161251b872c9.html,2020-12-21 09:21:07,2020/12/25 11:40:14
108,四川省乐至县高级职业中学学生食堂及学生素质提升中心建设工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/c82ae897-09d8-4789-a24e-b272cd8e086b.html,2020-12-21 10:20:33,2020/12/25 11:40:14
109,青川县廉政教育培训中心项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/a7dbdaae-4363-4b6d-beae-ea031e34f89e.html,2020-12-21 10:24:38,2020/12/25 11:40:14
110,成都融创文旅城销售物业B-1、B-2、B-3、B-5、B-6、C-4-1地块临时过渡用电配套工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/8b9151c0-a403-4739-aefc-869adcad8bde.html,2020-12-21 10:25:08,2020/12/25 11:40:14
111,珙县上罗镇中心学校教学综合楼及运动场建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/6bf774b0-e63d-40c4-ae2d-ba6b0c582f96.html,2020-12-21 14:04:36,2020/12/25 11:40:14
112,龙马潭区垃圾分类及收转运系统项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/a050aa33-795d-4f54-b54d-a7d927eb1145.html,2020-12-21 15:20:14,2020/12/25 11:40:15
113,平昌中学新华校区校舍维修改造项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201221/e038a678-b4d5-4df2-9885-b5643931989e.html,2020-12-21 16:54:10,2020/12/25 11:40:15
114,武胜县盛世国际幼儿园装饰装修项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201222/d2dc68dd-3d1a-44fc-8a38-c4654e9c38e9.html,2020-12-22 09:28:25,2020/12/25 11:40:15
115,金堂县基层医疗卫生机构硬件提升工程建设项目（栖贤社区卫生服务中心改扩建项目）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201222/743fb638-27f2-48e7-9ae2-462b8e2abc1c.html,2020-12-22 15:38:16,2020/12/25 11:40:15
